"city","number_deaths","state","state_code","month","year"
"Tauá",33,"CE",23,12,2019
"Tejuçuoca",7,"CE",23,12,2019
"Tianguá",14,"CE",23,12,2019
"Trairi",24,"CE",23,12,2019
"Tururu",9,"CE",23,12,2019
"Ubajara",16,"CE",23,12,2019
"Umirim",4,"CE",23,12,2019
"Varjota",12,"CE",23,12,2019
"Várzea Alegre",21,"CE",23,12,2019
"Viçosa do Ceará",8,"CE",23,12,2019
"Abaiara",5,"CE",23,1,2020
"Acarapé",4,"CE",23,1,2020
"Acaraú",7,"CE",23,1,2020
"Acopiara",6,"CE",23,1,2020
"Alto Santo",11,"CE",23,1,2020
"Amontada",2,"CE",23,1,2020
"Apuiarés",3,"CE",23,1,2020
"Aquiraz",1,"CE",23,1,2020
"Aracati",36,"CE",23,1,2020
"Ararendá",4,"CE",23,1,2020
"Araripe",7,"CE",23,1,2020
"Aratuba",6,"CE",23,1,2020
"Baixio",6,"CE",23,1,2020
"Barbalha",38,"CE",23,1,2020
"Barreira",5,"CE",23,1,2020
"Barro",14,"CE",23,1,2020
"Baturité",13,"CE",23,1,2020
"Beberibe",27,"CE",23,1,2020
"Bela Cruz",3,"CE",23,1,2020
"Boa Viagem",24,"CE",23,1,2020
"Brejo Santo",31,"CE",23,1,2020
"Camocim",1,"CE",23,1,2020
"Campos Sales",12,"CE",23,1,2020
"Canindé",40,"CE",23,1,2020
"Capistrano",4,"CE",23,1,2020
"Caridade",3,"CE",23,1,2020
"Caririaçu",10,"CE",23,1,2020
"Carnaubal",10,"CE",23,1,2020
"Cascavel",38,"CE",23,1,2020
"Caucaia",124,"CE",23,1,2020
"Choró",3,"CE",23,1,2020
"Chorozinho",7,"CE",23,1,2020
"Coreaú",13,"CE",23,1,2020
"Crato",57,"CE",23,1,2020
"Cruz",22,"CE",23,1,2020
"Deputado Irapuan Pinheiro",11,"CE",23,1,2020
"Farias Brito",16,"CE",23,1,2020
"Fortaleza",1569,"CE",23,1,2020
"Fortim",16,"CE",23,1,2020
"Frecheirinha",4,"CE",23,1,2020
"General Sampaio",4,"CE",23,1,2020
"Graça",7,"CE",23,1,2020
"Granja",5,"CE",23,1,2020
"Guaramiranga",4,"CE",23,1,2020
"Hidrolândia",14,"CE",23,1,2020
"Horizonte",23,"CE",23,1,2020
"Ibiapina",11,"CE",23,1,2020
"Icapuí",13,"CE",23,1,2020
"Icó",36,"CE",23,1,2020
"Iguatu",50,"CE",23,1,2020
"Independência",15,"CE",23,1,2020
"Ipaporanga",9,"CE",23,1,2020
"Ipaumirim",9,"CE",23,1,2020
"Ipu",1,"CE",23,1,2020
"Iracema",6,"CE",23,1,2020
"Irauçuba",7,"CE",23,1,2020
"Itaitinga",15,"CE",23,1,2020
"Itapajé",19,"CE",23,1,2020
"Itapiúna",7,"CE",23,1,2020
"Itarema",19,"CE",23,1,2020
"Jaguaretama",11,"CE",23,1,2020
"Jaguaribe",2,"CE",23,1,2020
"Jaguaruana",12,"CE",23,1,2020
"Jati",4,"CE",23,1,2020
"Jijoca de Jericoacoara",5,"CE",23,1,2020
"Juazeiro do Norte",154,"CE",23,1,2020
"Lavras da Mangabeira",26,"CE",23,1,2020
"Limoeiro do Norte",36,"CE",23,1,2020
"Madalena",7,"CE",23,1,2020
"Maracanau",72,"CE",23,1,2020
"Maranguape",2,"CE",23,1,2020
"Marco",8,"CE",23,1,2020
"Martinópole",4,"CE",23,1,2020
"Meruoca",9,"CE",23,1,2020
"Milagres",17,"CE",23,1,2020
"Milhã",12,"CE",23,1,2020
"Missão Velha",1,"CE",23,1,2020
"Morada Nova",35,"CE",23,1,2020
"Morrinhos",9,"CE",23,1,2020
"Mulungu",6,"CE",23,1,2020
"Nova Russas",15,"CE",23,1,2020
"Novo Oriente",17,"CE",23,1,2020
"Ocara",9,"CE",23,1,2020
"Orós",9,"CE",23,1,2020
"Pacajus",5,"CE",23,1,2020
"Pacatuba",26,"CE",23,1,2020
"Pacoti",10,"CE",23,1,2020
"Palhano",2,"CE",23,1,2020
"Palmácia",6,"CE",23,1,2020
"Paracuru",16,"CE",23,1,2020
"Paraipaba",14,"CE",23,1,2020
"Parambu",17,"CE",23,1,2020
"Paramoti",4,"CE",23,1,2020
"Pedra Branca",22,"CE",23,1,2020
"Penaforte",6,"CE",23,1,2020
"Pereiro",17,"CE",23,1,2020
"Piquet Carneiro",8,"CE",23,1,2020
"Potiretama",1,"CE",23,1,2020
"Quixadá",39,"CE",23,1,2020
"Quixeramobim",37,"CE",23,1,2020
"Quixere",8,"CE",23,1,2020
"Reriutaba",13,"CE",23,1,2020
"Russas",49,"CE",23,1,2020
"Salitre",3,"CE",23,1,2020
"Santana do Acaraú",11,"CE",23,1,2020
"Santana do Cariri",4,"CE",23,1,2020
"Santa Quitéria",19,"CE",23,1,2020
"São Benedito",29,"CE",23,1,2020
"São Gonçalo do Amarante",8,"CE",23,1,2020
"São João do Jaguaribe",5,"CE",23,1,2020
"Senador Pompeu",21,"CE",23,1,2020
"Senador Sá",1,"CE",23,1,2020
"Sobral",1,"CE",23,1,2020
"Solonópole",1,"CE",23,1,2020
"Tabuleiro do Norte",14,"CE",23,1,2020
"Tarrafas",7,"CE",23,1,2020
"Tauá",33,"CE",23,1,2020
"Tejuçuoca",6,"CE",23,1,2020
"Tianguá",19,"CE",23,1,2020
"Trairi",30,"CE",23,1,2020
"Tururu",9,"CE",23,1,2020
"Ubajara",13,"CE",23,1,2020
"Umirim",7,"CE",23,1,2020
"Uruburetama",8,"CE",23,1,2020
"Uruoca",1,"CE",23,1,2020
"Varjota",13,"CE",23,1,2020
"Várzea Alegre",30,"CE",23,1,2020
"Viçosa do Ceará",17,"CE",23,1,2020
"Abaiara",4,"CE",23,2,2020
"Acarapé",6,"CE",23,2,2020
"Acaraú",4,"CE",23,2,2020
"Acopiara",5,"CE",23,2,2020
"Alto Santo",2,"CE",23,2,2020
"Amontada",1,"CE",23,2,2020
"Aquiraz",3,"CE",23,2,2020
"Aracati",27,"CE",23,2,2020
"Ararendá",9,"CE",23,2,2020
"Araripe",11,"CE",23,2,2020
"Aratuba",4,"CE",23,2,2020
"Baixio",7,"CE",23,2,2020
"Barbalha",43,"CE",23,2,2020
"Barreira",7,"CE",23,2,2020
"Barro",14,"CE",23,2,2020
"Barroquinha",2,"CE",23,2,2020
"Baturité",14,"CE",23,2,2020
"Beberibe",20,"CE",23,2,2020
"Boa Viagem",26,"CE",23,2,2020
"Brejo Santo",16,"CE",23,2,2020
"Campos Sales",21,"CE",23,2,2020
"Canindé",41,"CE",23,2,2020
"Caridade",2,"CE",23,2,2020
"Caririaçu",9,"CE",23,2,2020
"Cariús",3,"CE",23,2,2020
"Carnaubal",4,"CE",23,2,2020
"Cascavel",28,"CE",23,2,2020
"Caucaia",90,"CE",23,2,2020
"Cedro",16,"CE",23,2,2020
"Choró",2,"CE",23,2,2020
"Chorozinho",6,"CE",23,2,2020
"Coreaú",7,"CE",23,2,2020
"Crato",74,"CE",23,2,2020
"Cruz",16,"CE",23,2,2020
"Deputado Irapuan Pinheiro",3,"CE",23,2,2020
"Farias Brito",9,"CE",23,2,2020
"Fortaleza",1473,"CE",23,2,2020
"Fortim",3,"CE",23,2,2020
"Frecheirinha",7,"CE",23,2,2020
"General Sampaio",3,"CE",23,2,2020
"Graça",9,"CE",23,2,2020
"Granja",10,"CE",23,2,2020
"Guaiúba",1,"CE",23,2,2020
"Guaramiranga",1,"CE",23,2,2020
"Hidrolândia",8,"CE",23,2,2020
"Horizonte",27,"CE",23,2,2020
"Ibiapina",12,"CE",23,2,2020
"Icapuí",7,"CE",23,2,2020
"Icó",19,"CE",23,2,2020
"Independência",15,"CE",23,2,2020
"Ipaporanga",7,"CE",23,2,2020
"Ipaumirim",6,"CE",23,2,2020
"Iracema",9,"CE",23,2,2020
"Irauçuba",14,"CE",23,2,2020
"Itaitinga",14,"CE",23,2,2020
"Itapajé",21,"CE",23,2,2020
"Itapiúna",10,"CE",23,2,2020
"Itarema",23,"CE",23,2,2020
"Jaguaretama",5,"CE",23,2,2020
"Jaguaribe",17,"CE",23,2,2020
"Jaguaruana",17,"CE",23,2,2020
"Jati",2,"CE",23,2,2020
"Juazeiro do Norte",100,"CE",23,2,2020
"Lavras da Mangabeira",15,"CE",23,2,2020
"Limoeiro do Norte",25,"CE",23,2,2020
"Madalena",7,"CE",23,2,2020
"Maracanau",84,"CE",23,2,2020
"Maranguape",1,"CE",23,2,2020
"Marco",14,"CE",23,2,2020
"Martinópole",7,"CE",23,2,2020
"Meruoca",6,"CE",23,2,2020
"Milagres",8,"CE",23,2,2020
"Milhã",5,"CE",23,2,2020
"Missão Velha",1,"CE",23,2,2020
"Morada Nova",30,"CE",23,2,2020
"Morrinhos",6,"CE",23,2,2020
"Mulungu",3,"CE",23,2,2020
"Nova Russas",12,"CE",23,2,2020
"Novo Oriente",15,"CE",23,2,2020
"Ocara",7,"CE",23,2,2020
"Orós",4,"CE",23,2,2020
"Pacajus",33,"CE",23,2,2020
"Pacatuba",26,"CE",23,2,2020
"Pacoti",5,"CE",23,2,2020
"Palhano",5,"CE",23,2,2020
"Palmácia",1,"CE",23,2,2020
"Paracuru",17,"CE",23,2,2020
"Paraipaba",9,"CE",23,2,2020
"Parambu",8,"CE",23,2,2020
"Paramoti",7,"CE",23,2,2020
"Pedra Branca",10,"CE",23,2,2020
"Penaforte",3,"CE",23,2,2020
"Pereiro",6,"CE",23,2,2020
"Piquet Carneiro",13,"CE",23,2,2020
"Potiretama",3,"CE",23,2,2020
"Quixadá",32,"CE",23,2,2020
"Quixeramobim",32,"CE",23,2,2020
"Quixere",10,"CE",23,2,2020
"Reriutaba",7,"CE",23,2,2020
"Russas",24,"CE",23,2,2020
"Santana do Acaraú",11,"CE",23,2,2020
"Santana do Cariri",6,"CE",23,2,2020
"Santa Quitéria",15,"CE",23,2,2020
"São Benedito",34,"CE",23,2,2020
"São Gonçalo do Amarante",5,"CE",23,2,2020
"São João do Jaguaribe",5,"CE",23,2,2020
"Senador Pompeu",14,"CE",23,2,2020
"Senador Sá",4,"CE",23,2,2020
"Sobral",19,"CE",23,2,2020
"Solonópole",1,"CE",23,2,2020
"Tabuleiro do Norte",11,"CE",23,2,2020
"Tamboril",5,"CE",23,2,2020
"Tarrafas",3,"CE",23,2,2020
"Tauá",28,"CE",23,2,2020
"Tejuçuoca",4,"CE",23,2,2020
"Tianguá",17,"CE",23,2,2020
"Trairi",22,"CE",23,2,2020
"Tururu",10,"CE",23,2,2020
"Ubajara",12,"CE",23,2,2020
"Umirim",9,"CE",23,2,2020
"Uruburetama",9,"CE",23,2,2020
"Uruoca",1,"CE",23,2,2020
"Varjota",9,"CE",23,2,2020
"Várzea Alegre",19,"CE",23,2,2020
"Viçosa do Ceará",14,"CE",23,2,2020
"Abaiara",5,"CE",23,3,2020
"Acarapé",1,"CE",23,3,2020
"Acaraú",3,"CE",23,3,2020
"Acopiara",8,"CE",23,3,2020
"Aiuaba",1,"CE",23,3,2020
"Alto Santo",6,"CE",23,3,2020
"Amontada",7,"CE",23,3,2020
"Antonina do Norte",1,"CE",23,3,2020
"Aquiraz",2,"CE",23,3,2020
"Aracati",30,"CE",23,3,2020
"Ararendá",6,"CE",23,3,2020
"Araripe",11,"CE",23,3,2020
"Aratuba",4,"CE",23,3,2020
"Baixio",4,"CE",23,3,2020
"Barbalha",42,"CE",23,3,2020
"Barreira",11,"CE",23,3,2020
"Barro",13,"CE",23,3,2020
"Barroquinha",1,"CE",23,3,2020
"Beberibe",23,"CE",23,3,2020
"Boa Viagem",26,"CE",23,3,2020
"Brejo Santo",25,"CE",23,3,2020
"Campos Sales",12,"CE",23,3,2020
"Canindé",51,"CE",23,3,2020
"Caririaçu",10,"CE",23,3,2020
"Cariús",3,"CE",23,3,2020
"Carnaubal",6,"CE",23,3,2020
"Cascavel",36,"CE",23,3,2020
"Catunda",11,"CE",23,3,2020
"Caucaia",113,"CE",23,3,2020
"Cedro",15,"CE",23,3,2020
"Choró",2,"CE",23,3,2020
"Chorozinho",8,"CE",23,3,2020
"Coreaú",11,"CE",23,3,2020
"Crato",44,"CE",23,3,2020
"Cruz",6,"CE",23,3,2020
"Deputado Irapuan Pinheiro",3,"CE",23,3,2020
"Eusebio",13,"CE",23,3,2020
"Farias Brito",12,"CE",23,3,2020
"Fortaleza",1693,"CE",23,3,2020
"Fortim",7,"CE",23,3,2020
"Frecheirinha",2,"CE",23,3,2020
"General Sampaio",4,"CE",23,3,2020
"Graça",2,"CE",23,3,2020
"Granja",5,"CE",23,3,2020
"Guaramiranga",3,"CE",23,3,2020
"Hidrolândia",7,"CE",23,3,2020
"Horizonte",23,"CE",23,3,2020
"Ibiapina",5,"CE",23,3,2020
"Icapuí",10,"CE",23,3,2020
"Icó",27,"CE",23,3,2020
"Iguatu",1,"CE",23,3,2020
"Independência",22,"CE",23,3,2020
"Ipaporanga",8,"CE",23,3,2020
"Ipaumirim",3,"CE",23,3,2020
"Iracema",5,"CE",23,3,2020
"Irauçuba",8,"CE",23,3,2020
"Itaitinga",19,"CE",23,3,2020
"Itapajé",22,"CE",23,3,2020
"Itapiúna",5,"CE",23,3,2020
"Itarema",15,"CE",23,3,2020
"Jaguaretama",11,"CE",23,3,2020
"Jaguaribe",19,"CE",23,3,2020
"Jaguaruana",9,"CE",23,3,2020
"Jati",6,"CE",23,3,2020
"Juazeiro do Norte",160,"CE",23,3,2020
"Lavras da Mangabeira",10,"CE",23,3,2020
"Limoeiro do Norte",25,"CE",23,3,2020
"Madalena",12,"CE",23,3,2020
"Maracanau",84,"CE",23,3,2020
"Maranguape",1,"CE",23,3,2020
"Marco",12,"CE",23,3,2020
"Martinópole",4,"CE",23,3,2020
"Massapê",9,"CE",23,3,2020
"Meruoca",5,"CE",23,3,2020
"Milagres",17,"CE",23,3,2020
"Milhã",7,"CE",23,3,2020
"Missão Velha",2,"CE",23,3,2020
"Morada Nova",25,"CE",23,3,2020
"Moraújo",6,"CE",23,3,2020
"Morrinhos",9,"CE",23,3,2020
"Mulungu",1,"CE",23,3,2020
"Nova Russas",10,"CE",23,3,2020
"Novo Oriente",13,"CE",23,3,2020
"Ocara",15,"CE",23,3,2020
"Orós",7,"CE",23,3,2020
"Pacajus",32,"CE",23,3,2020
"Pacatuba",28,"CE",23,3,2020
"Pacoti",6,"CE",23,3,2020
"Pacujá",3,"CE",23,3,2020
"Palhano",6,"CE",23,3,2020
"Palmácia",4,"CE",23,3,2020
"Paracuru",18,"CE",23,3,2020
"Paraipaba",11,"CE",23,3,2020
"Parambu",12,"CE",23,3,2020
"Paramoti",3,"CE",23,3,2020
"Pedra Branca",12,"CE",23,3,2020
"Penaforte",4,"CE",23,3,2020
"Pereiro",14,"CE",23,3,2020
"Pindoretama",2,"CE",23,3,2020
"Piquet Carneiro",11,"CE",23,3,2020
"Potiretama",2,"CE",23,3,2020
"Quixadá",30,"CE",23,3,2020
"Quixeramobim",48,"CE",23,3,2020
"Quixere",7,"CE",23,3,2020
"Reriutaba",8,"CE",23,3,2020
"Russas",30,"CE",23,3,2020
"Salitre",1,"CE",23,3,2020
"Santana do Acaraú",16,"CE",23,3,2020
"Santana do Cariri",6,"CE",23,3,2020
"Santa Quitéria",24,"CE",23,3,2020
"São Benedito",27,"CE",23,3,2020
"São Gonçalo do Amarante",9,"CE",23,3,2020
"São João do Jaguaribe",2,"CE",23,3,2020
"Senador Pompeu",15,"CE",23,3,2020
"Senador Sá",3,"CE",23,3,2020
"Sobral",33,"CE",23,3,2020
"Tabuleiro do Norte",17,"CE",23,3,2020
"Tamboril",11,"CE",23,3,2020
"Tarrafas",5,"CE",23,3,2020
"Tauá",43,"CE",23,3,2020
"Tejuçuoca",13,"CE",23,3,2020
"Tianguá",10,"CE",23,3,2020
"Trairi",26,"CE",23,3,2020
"Tururu",10,"CE",23,3,2020
"Ubajara",24,"CE",23,3,2020
"Umirim",9,"CE",23,3,2020
"Uruburetama",12,"CE",23,3,2020
"Varjota",12,"CE",23,3,2020
"Várzea Alegre",11,"CE",23,3,2020
"Viçosa do Ceará",23,"CE",23,3,2020
"Abaiara",4,"CE",23,4,2020
"Acaraú",3,"CE",23,4,2020
"Acopiara",3,"CE",23,4,2020
"Aiuaba",9,"CE",23,4,2020
"Altaneira",6,"CE",23,4,2020
"Alto Santo",11,"CE",23,4,2020
"Amontada",8,"CE",23,4,2020
"Antonina do Norte",3,"CE",23,4,2020
"Aquiraz",3,"CE",23,4,2020
"Aracati",35,"CE",23,4,2020
"Ararendá",7,"CE",23,4,2020
"Aratuba",7,"CE",23,4,2020
"Baixio",6,"CE",23,4,2020
"Barbalha",38,"CE",23,4,2020
"Barreira",5,"CE",23,4,2020
"Barro",10,"CE",23,4,2020
"Barroquinha",3,"CE",23,4,2020
"Beberibe",18,"CE",23,4,2020
"Boa Viagem",28,"CE",23,4,2020
"Brejo Santo",16,"CE",23,4,2020
"Camocim",4,"CE",23,4,2020
"Campos Sales",10,"CE",23,4,2020
"Canindé",44,"CE",23,4,2020
"Caridade",3,"CE",23,4,2020
"Caririaçu",11,"CE",23,4,2020
"Cariús",3,"CE",23,4,2020
"Carnaubal",13,"CE",23,4,2020
"Cascavel",34,"CE",23,4,2020
"Catunda",3,"CE",23,4,2020
"Caucaia",118,"CE",23,4,2020
"Cedro",19,"CE",23,4,2020
"Choró",5,"CE",23,4,2020
"Chorozinho",14,"CE",23,4,2020
"Coreaú",11,"CE",23,4,2020
"Crateús",52,"CE",23,4,2020
"Crato",39,"CE",23,4,2020
"Cruz",13,"CE",23,4,2020
"Deputado Irapuan Pinheiro",10,"CE",23,4,2020
"Eusebio",29,"CE",23,4,2020
"Farias Brito",20,"CE",23,4,2020
"Fortaleza",2187,"CE",23,4,2020
"Fortim",3,"CE",23,4,2020
"Frecheirinha",9,"CE",23,4,2020
"General Sampaio",9,"CE",23,4,2020
"Graça",14,"CE",23,4,2020
"Granja",12,"CE",23,4,2020
"Hidrolândia",17,"CE",23,4,2020
"Horizonte",45,"CE",23,4,2020
"Ibiapina",10,"CE",23,4,2020
"Icapuí",11,"CE",23,4,2020
"Icó",32,"CE",23,4,2020
"Independência",14,"CE",23,4,2020
"Ipaporanga",4,"CE",23,4,2020
"Ipaumirim",5,"CE",23,4,2020
"Iracema",9,"CE",23,4,2020
"Irauçuba",8,"CE",23,4,2020
"Itaitinga",25,"CE",23,4,2020
"Itapajé",13,"CE",23,4,2020
"Itapipoca",5,"CE",23,4,2020
"Itapiúna",2,"CE",23,4,2020
"Itarema",2,"CE",23,4,2020
"Jaguaretama",10,"CE",23,4,2020
"Jaguaribe",19,"CE",23,4,2020
"Jaguaruana",24,"CE",23,4,2020
"Jardim",21,"CE",23,4,2020
"Jati",3,"CE",23,4,2020
"Juazeiro do Norte",80,"CE",23,4,2020
"Lavras da Mangabeira",14,"CE",23,4,2020
"Limoeiro do Norte",36,"CE",23,4,2020
"Madalena",7,"CE",23,4,2020
"Maracanau",96,"CE",23,4,2020
"Maranguape",1,"CE",23,4,2020
"Marco",16,"CE",23,4,2020
"Martinópole",9,"CE",23,4,2020
"Massapê",18,"CE",23,4,2020
"Mauriti",1,"CE",23,4,2020
"Meruoca",8,"CE",23,4,2020
"Milagres",22,"CE",23,4,2020
"Milhã",4,"CE",23,4,2020
"Morada Nova",33,"CE",23,4,2020
"Moraújo",4,"CE",23,4,2020
"Morrinhos",9,"CE",23,4,2020
"Nova Russas",19,"CE",23,4,2020
"Novo Oriente",9,"CE",23,4,2020
"Ocara",14,"CE",23,4,2020
"Orós",2,"CE",23,4,2020
"Pacajus",28,"CE",23,4,2020
"Pacatuba",16,"CE",23,4,2020
"Pacoti",5,"CE",23,4,2020
"Pacujá",5,"CE",23,4,2020
"Palhano",5,"CE",23,4,2020
"Palmácia",4,"CE",23,4,2020
"Paracuru",13,"CE",23,4,2020
"Paraipaba",19,"CE",23,4,2020
"Parambu",9,"CE",23,4,2020
"Paramoti",3,"CE",23,4,2020
"Pedra Branca",22,"CE",23,4,2020
"Penaforte",7,"CE",23,4,2020
"Pereiro",10,"CE",23,4,2020
"Pindoretama",3,"CE",23,4,2020
"Piquet Carneiro",7,"CE",23,4,2020
"Potiretama",3,"CE",23,4,2020
"Quixadá",35,"CE",23,4,2020
"Quixeramobim",79,"CE",23,4,2020
"Quixere",12,"CE",23,4,2020
"Reriutaba",7,"CE",23,4,2020
"Russas",40,"CE",23,4,2020
"Saboeiro",1,"CE",23,4,2020
"Salitre",5,"CE",23,4,2020
"Santana do Acaraú",9,"CE",23,4,2020
"Santana do Cariri",4,"CE",23,4,2020
"Santa Quitéria",31,"CE",23,4,2020
"São Benedito",19,"CE",23,4,2020
"São Gonçalo do Amarante",14,"CE",23,4,2020
"São João do Jaguaribe",6,"CE",23,4,2020
"Senador Pompeu",22,"CE",23,4,2020
"Senador Sá",4,"CE",23,4,2020
"Sobral",14,"CE",23,4,2020
"Solonópole",3,"CE",23,4,2020
"Tabuleiro do Norte",5,"CE",23,4,2020
"Tamboril",19,"CE",23,4,2020
"Tarrafas",3,"CE",23,4,2020
"Tauá",30,"CE",23,4,2020
"Tejuçuoca",9,"CE",23,4,2020
"Tianguá",17,"CE",23,4,2020
"Trairi",17,"CE",23,4,2020
"Tururu",8,"CE",23,4,2020
"Ubajara",28,"CE",23,4,2020
"Umirim",16,"CE",23,4,2020
"Uruburetama",13,"CE",23,4,2020
"Uruoca",1,"CE",23,4,2020
"Varjota",9,"CE",23,4,2020
"Várzea Alegre",27,"CE",23,4,2020
"Viçosa do Ceará",11,"CE",23,4,2020
"Abaiara",5,"CE",23,5,2020
"Acaraú",6,"CE",23,5,2020
"Acopiara",4,"CE",23,5,2020
"Aiuaba",7,"CE",23,5,2020
"Altaneira",2,"CE",23,5,2020
"Alto Santo",6,"CE",23,5,2020
"Amontada",27,"CE",23,5,2020
"Antonina do Norte",4,"CE",23,5,2020
"Aquiraz",2,"CE",23,5,2020
"Aracati",42,"CE",23,5,2020
"Ararendá",4,"CE",23,5,2020
"Aratuba",7,"CE",23,5,2020
"Baixio",5,"CE",23,5,2020
"Barbalha",36,"CE",23,5,2020
"Barreira",20,"CE",23,5,2020
"Barro",8,"CE",23,5,2020
"Barroquinha",1,"CE",23,5,2020
"Beberibe",35,"CE",23,5,2020
"Bela Cruz",18,"CE",23,5,2020
"Boa Viagem",31,"CE",23,5,2020
"Brejo Santo",25,"CE",23,5,2020
"Camocim",5,"CE",23,5,2020
"Campos Sales",15,"CE",23,5,2020
"Canindé",62,"CE",23,5,2020
"Caridade",6,"CE",23,5,2020
"Caririaçu",12,"CE",23,5,2020
"Cariús",6,"CE",23,5,2020
"Carnaubal",12,"CE",23,5,2020
"Cascavel",37,"CE",23,5,2020
"Caucaia",277,"CE",23,5,2020
"Cedro",17,"CE",23,5,2020
"Choró",5,"CE",23,5,2020
"Chorozinho",17,"CE",23,5,2020
"Coreaú",10,"CE",23,5,2020
"Crateús",51,"CE",23,5,2020
"Crato",48,"CE",23,5,2020
"Cruz",8,"CE",23,5,2020
"Deputado Irapuan Pinheiro",3,"CE",23,5,2020
"Eusebio",54,"CE",23,5,2020
"Farias Brito",6,"CE",23,5,2020
"Fortaleza",4474,"CE",23,5,2020
"Fortim",7,"CE",23,5,2020
"Frecheirinha",6,"CE",23,5,2020
"General Sampaio",2,"CE",23,5,2020
"Graça",10,"CE",23,5,2020
"Granja",8,"CE",23,5,2020
"Guaramiranga",2,"CE",23,5,2020
"Hidrolândia",11,"CE",23,5,2020
"Horizonte",55,"CE",23,5,2020
"Ibiapina",13,"CE",23,5,2020
"Icapuí",10,"CE",23,5,2020
"Icó",27,"CE",23,5,2020
"Independência",5,"CE",23,5,2020
"Ipaporanga",12,"CE",23,5,2020
"Ipaumirim",6,"CE",23,5,2020
"Iracema",8,"CE",23,5,2020
"Irauçuba",12,"CE",23,5,2020
"Itaitinga",40,"CE",23,5,2020
"Itapajé",46,"CE",23,5,2020
"Itapipoca",8,"CE",23,5,2020
"Itapiúna",2,"CE",23,5,2020
"Itarema",2,"CE",23,5,2020
"Jaguaretama",18,"CE",23,5,2020
"Jaguaribe",24,"CE",23,5,2020
"Jaguaruana",7,"CE",23,5,2020
"Jardim",13,"CE",23,5,2020
"Jati",8,"CE",23,5,2020
"Juazeiro do Norte",168,"CE",23,5,2020
"Lavras da Mangabeira",12,"CE",23,5,2020
"Limoeiro do Norte",26,"CE",23,5,2020
"Madalena",10,"CE",23,5,2020
"Maracanau",261,"CE",23,5,2020
"Maranguape",3,"CE",23,5,2020
"Marco",20,"CE",23,5,2020
"Martinópole",8,"CE",23,5,2020
"Massapê",20,"CE",23,5,2020
"Mauriti",1,"CE",23,5,2020
"Meruoca",14,"CE",23,5,2020
"Milagres",13,"CE",23,5,2020
"Milhã",10,"CE",23,5,2020
"Missão Velha",6,"CE",23,5,2020
"Morada Nova",28,"CE",23,5,2020
"Moraújo",3,"CE",23,5,2020
"Morrinhos",13,"CE",23,5,2020
"Mulungu",4,"CE",23,5,2020
"Nova Russas",22,"CE",23,5,2020
"Novo Oriente",22,"CE",23,5,2020
"Ocara",17,"CE",23,5,2020
"Orós",6,"CE",23,5,2020
"Pacajus",49,"CE",23,5,2020
"Pacatuba",49,"CE",23,5,2020
"Pacoti",3,"CE",23,5,2020
"Pacujá",4,"CE",23,5,2020
"Palhano",5,"CE",23,5,2020
"Palmácia",1,"CE",23,5,2020
"Paracuru",19,"CE",23,5,2020
"Paraipaba",17,"CE",23,5,2020
"Parambu",19,"CE",23,5,2020
"Paramoti",5,"CE",23,5,2020
"Pedra Branca",23,"CE",23,5,2020
"Penaforte",5,"CE",23,5,2020
"Pereiro",7,"CE",23,5,2020
"Pindoretama",22,"CE",23,5,2020
"Piquet Carneiro",12,"CE",23,5,2020
"Potiretama",3,"CE",23,5,2020
"Quixadá",43,"CE",23,5,2020
"Quixeramobim",57,"CE",23,5,2020
"Quixere",7,"CE",23,5,2020
"Reriutaba",8,"CE",23,5,2020
"Russas",30,"CE",23,5,2020
"Saboeiro",5,"CE",23,5,2020
"Salitre",1,"CE",23,5,2020
"Santana do Acaraú",11,"CE",23,5,2020
"Santana do Cariri",5,"CE",23,5,2020
"Santa Quitéria",32,"CE",23,5,2020
"São Benedito",24,"CE",23,5,2020
"São Gonçalo do Amarante",11,"CE",23,5,2020
"São João do Jaguaribe",8,"CE",23,5,2020
"Senador Pompeu",18,"CE",23,5,2020
"Senador Sá",4,"CE",23,5,2020
"Sobral",6,"CE",23,5,2020
"Solonópole",4,"CE",23,5,2020
"Tabuleiro do Norte",17,"CE",23,5,2020
"Tamboril",14,"CE",23,5,2020
"Tarrafas",4,"CE",23,5,2020
"Tauá",26,"CE",23,5,2020
"Tejuçuoca",8,"CE",23,5,2020
"Tianguá",41,"CE",23,5,2020
"Trairi",14,"CE",23,5,2020
"Tururu",15,"CE",23,5,2020
"Ubajara",13,"CE",23,5,2020
"Umirim",16,"CE",23,5,2020
"Uruburetama",15,"CE",23,5,2020
"Uruoca",3,"CE",23,5,2020
"Varjota",13,"CE",23,5,2020
"Várzea Alegre",23,"CE",23,5,2020
"Viçosa do Ceará",11,"CE",23,5,2020
"Brasília",337,"DF",53,1,2019
"Brazlândia",26,"DF",53,1,2019
"Ceilandia",224,"DF",53,1,2019
"Gama",126,"DF",53,1,2019
"Guará",39,"DF",53,1,2019
"Núcleo Bandeirantes",154,"DF",53,1,2019
"Paranoá",56,"DF",53,1,2019
"Planaltina",38,"DF",53,1,2019
"Samambaia",47,"DF",53,1,2019
"Sobradinho",48,"DF",53,1,2019
"Taguatinga",103,"DF",53,1,2019
"Brasília",304,"DF",53,2,2019
"Brazlândia",16,"DF",53,2,2019
"Ceilandia",190,"DF",53,2,2019
